report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
7b5d34e1,Well Site B,maintenance on process equipment,low-energy/ergonomic,uncertain,direct_proximity,"During maintenance on process equipment at Well Site B, a worker was standing within the immediate hazard zone. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During maintenance on process equipment at Well Site B, a worker was standing within the immediate hazard zone. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. - LOTO tag #754",0,N/A,synthetic
ce56ecb6,Field Station 2,confined space entry for tank cleaning,atmospheric/asphyxiation,uncertain,no_exposure,"During confined space entry for tank cleaning at Field Station 2, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation.","During confined space entry for tank cleaning at Field Station 2, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation.",0,N/A,synthetic
09ece286,Well Site B,maintenance on process equipment,low-energy/ergonomic,confirmed_present,direct_proximity,"During maintenance on process equipment at Well Site B, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. - LOTO tag #754","During maintainance on process equipment at Well Site B, a technician was inside the equipment when work commenced. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. - LOTO tag #754 Supervsor ne bola area khali tha.",0,N/A,synthetic
ece0f268,Plant C,maintenance on process equipment,stored/electrical energy,uncertain,indirect_proximity,"During maintenance on process equipment at Plant C, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred. acc to shift log","During maintainance on process equipment at Plant C, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred. acc to shift log",1,Energy Isolation,synthetic
26e50902,Plant C,maintenance on process equipment,stored/electrical energy,uncertain,direct_proximity,"During maintenance on process equipment at Plant C, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.","During maintenance on process equipment at Plant C, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.",0,Energy Isolation,synthetic
497bc316,Field Station 2,pipeline pigging operation,kinetic (line of fire),absent_not_mentioned,indirect_proximity,"During pipeline pigging operation at Field Station 2, a worker was nearby but not directly in the hazard path. No injury occurred; worker moved away in time. (PTW ref attached)","During pipeline pigging operation at Field Station 2, a worker was nearby but not directly in the hazard path. No injury occurred; worker moved away in time. (PTW ref attached) Supervsor ne bola area khali tha.",1,Line of Fire,synthetic
5b645d97,Well Site B,lifting operation with mobile crane,gravitational (suspended load),absent_not_mentioned,no_exposure,"During lifting operation with mobile crane at Well Site B, the area was clear of workers during the activity. Reported as unsafe condition during routine walk-around.","During lifting operation with mobile crane at Well Site B, the area was clear of workers during the activity. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
3d0194a3,Terminal A,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,indirect_proximity,"During vehicle movement within plant premises at Terminal A, a worker was nearby but not directly in the hazard path. Minor first aid case reported.","During vehicle movement within plant premises at Terminal A, a worker was nearby but not directly in the hazard path. Minor first aid case reported.",1,Driving,synthetic
249520ae,Well Site B,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Well Site B, the area was clear of workers during the activity. Isolation was verified and tagged before work began. Minor first aid case reported.","During vehicle movement within plant premises at Well Site B, the area was clear of workers during the activity. LOTO was verified and tagged before work began. Minor first aid case reported.",0,N/A,synthetic
5fedcf12,Terminal A,electrical panel work,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During electrical panel work at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. No injury occurred.","During electrical panel work at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. No injury occurred.",1,Energy Isolation,synthetic
40716d95,Rig 7,routine equipment inspection,stored/electrical energy,absent_not_mentioned,direct_proximity,"During routine equipment inspection at Rig 7, a worker was standing within the immediate hazard zone. No injury occurred; worker moved away in time. acc to shift log","During routine equipment inspection at Rig 7, a worker was standing within the immediate hazard zone. No injury occurred; worker moved away in time. acc to shift log",0,Energy Isolation,synthetic
072d405e,Plant C,electrical panel work,stored/electrical energy,absent_not_mentioned,direct_proximity,"During electrical panel work at Plant C, a technician was inside the equipment when work commenced. No exclusion zone was set up. No injury occurred; worker moved away in time.","During electrical panel work at Plant C, a technician was inside the equipment when work commenced. No exclusion zone was set up. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",1,Energy Isolation,synthetic
c66a76f4,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,uncertain,indirect_proximity,"During confined space entry for tank cleaning at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.","During confined space entry for tank cleaning at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.",0,N/A,synthetic
5041eab4,Rig 4,excavation near buried utility line,stored/electrical energy,confirmed_present,no_exposure,"During excavation near buried utility line at Rig 4, the area was clear of workers during the activity. Isolation was verified and tagged before work began. No injury occurred.","During excavaton near buried utility line at Rig 4, the area was clear of workers during the activity. LOTO was verified and tagged before work began. No injury occurred. Supervsor ne bola area khali tha.",0,N/A,synthetic
6bc1b2bb,Field Station 2,vehicle movement within plant premises,vehicular/motion,uncertain,indirect_proximity,"During vehicle movement within plant premises at Field Station 2, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred.","During vehicle movement within plant premises at Field Station 2, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred. Check nahi kiya gaya tha isolation ka.",1,Driving,synthetic
e2c33ddd,Terminal A,maintenance on process equipment,low-energy/ergonomic,confirmed_present,no_exposure,"During maintenance on process equipment at Terminal A, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)","During maintainance on process equipment at Terminal A, no personnel were in the vicinity at the time. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
e0b273d7,Rig 7,hot work / welding near process line,thermal (hot work),confirmed_present,indirect_proximity,"During hot work / welding near process line at Rig 7, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log","During hot work / welding near process line at Rig 7, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log",0,N/A,synthetic
c89d3b05,Rig 7,hot work / welding near process line,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During hot work / welding near process line at Rig 7, personnel were in the general work area at the time. Work proceeded without a permit being sighted. Minor first aid case reported.","During hot work / welding near process line at Rig 7, personnel were in the general work area at the time. Work proceeded without a permit being sighted. Minor first aid case reported.",1,Energy Isolation,synthetic
b868d14f,Rig 7,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Rig 7, no personnel were in the vicinity at the time. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During vehicle movement within plant premises at Rig 7, no personnel were in the vicinity at the time. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. - LOTO tag #754",0,N/A,synthetic
8879196d,Terminal A,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,direct_proximity,"During vehicle movement within plant premises at Terminal A, a technician was inside the equipment when work commenced. Minor first aid case reported.","During vehicle movement within plant premises at Terminal A, a technician was inside the equipment when work commenced. Minor first aid case reported.",1,Driving,synthetic
dcba2ddd,Plant C,lifting operation with mobile crane,gravitational (suspended load),uncertain,no_exposure,"During lifting operation with mobile crane at Plant C, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time.","During lifting operation with mobile crane at Plant C, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time.",0,N/A,synthetic
c7699e63,Field Station 2,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. acc to shift log","During vehicle movement within plant premises at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. acc to shift log",0,N/A,synthetic
55c7e666,Well Site B,pipeline pigging operation,kinetic (line of fire),uncertain,indirect_proximity,"During pipeline pigging operation at Well Site B, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. reported by UA/UC observer","During pipeline pigging operation at Well Site B, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. reported by UA/UC observer",1,Line of Fire,synthetic
53c32d85,Plant C,excavation near buried utility line,stored/electrical energy,confirmed_present,direct_proximity,"During excavation near buried utility line at Plant C, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around. acc to shift log","During excavation near buried utility line at Plant C, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around. acc to shift log",0,N/A,synthetic
73bbb28b,Rig 4,maintenance on process equipment,stored/electrical energy,uncertain,indirect_proximity,"During maintenance on process equipment at Rig 4, personnel were in the general work area at the time. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.","During maintenance on process equipment at Rig 4, personnel were in the general work area at the time. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.",1,Energy Isolation,synthetic
f7ae418a,Field Station 2,pipeline pigging operation,stored/electrical energy,absent_not_mentioned,direct_proximity,"During pipeline pigging operation at Field Station 2, the contractor was positioned directly beneath the suspended load. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. acc to shift log","During pipeline pigging operation at Field Station 2, the contractor was positioned directly beneath the suspended load. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. acc to shift log",1,Energy Isolation,synthetic
3c1616f8,Rig 4,confined space entry for tank cleaning,atmospheric/asphyxiation,uncertain,indirect_proximity,"During confined space entry for tank cleaning at Rig 4, personnel were in the general work area at the time. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During confined space entry for tank cleaning at Rig 4, personnel were in the general work area at the time. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around. (PTW ref attached)",1,Confined Space,synthetic
78e7b728,Rig 7,hot work / welding near process line,thermal (hot work),uncertain,direct_proximity,"During hot work / welding near process line at Rig 7, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. (PTW ref attached)","During hot work / welding near process line at Rig 7, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. (PTW ref attached)",1,Hot Work,synthetic
2ac4219a,Rig 4,excavation near buried utility line,stored/electrical energy,confirmed_present,direct_proximity,"During excavation near buried utility line at Rig 4, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation.","During excavation near buried utility line at Rig 4, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation.",0,N/A,synthetic
8a71da2d,Rig 4,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. (PTW ref attached)","During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. (PTW ref attached) Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
a1c84368,Terminal A,lifting operation with mobile crane,kinetic (line of fire),uncertain,indirect_proximity,"During lifting operation with mobile crane at Terminal A, a worker was nearby but not directly in the hazard path. Permit was raised but supervisor sign-off could not be located. Minor first aid case reported. acc to shift log","During lifting operation with mobile crane at Terminal A, a worker was nearby but not directly in the hazard path. Permit was raised but supervisor sign-off could not be located. Minor first aid case reported. acc to shift log",1,Line of Fire,synthetic
eeabcee5,Rig 7,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.","During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. LOTO was verified and tagged before work began. Near miss — situation was corrected before escalation. Supervsor ne bola area khali tha.",0,N/A,synthetic
7aa1f82d,Terminal A,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,indirect_proximity,"During vehicle movement within plant premises at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around.","During vehicle movement within plant premises at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. Supervsor ne bola area khali tha.",1,Driving,synthetic
0200d181,Field Station 2,excavation near buried utility line,low-energy/ergonomic,confirmed_present,direct_proximity,"During excavation near buried utility line at Field Station 2, personnel were within arm's reach of the live component. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. - LOTO tag #754","During excavaton near buried utility line at Field Station 2, personnel were within arm's reach of the live component. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. - LOTO tag #754 Mazdoor ko turant hataya gaya.",0,N/A,synthetic
4ee6dfec,Well Site B,routine equipment inspection,low-energy/ergonomic,confirmed_present,indirect_proximity,"During routine equipment inspection at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During routine equipment inspection at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confimed safe prior to entry. Reported as unsafe condition during routine walk-around. - LOTO tag #754",0,N/A,synthetic
301a466d,Plant C,vehicle movement within plant premises,vehicular/motion,confirmed_present,direct_proximity,"During vehicle movement within plant premises at Plant C, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported. reported by UA/UC observer","During vehicle movement within plant premises at Plant C, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported. reported by UA/UC observer",0,N/A,synthetic
2691b736,Terminal A,maintenance on process equipment,low-energy/ergonomic,confirmed_present,indirect_proximity,"During maintenance on process equipment at Terminal A, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)","During maintainance on process equipment at Terminal A, personnel were in the general work area at the time. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)",0,N/A,synthetic
1d70a220,Well Site B,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,direct_proximity,"During vehicle movement within plant premises at Well Site B, the contractor was positioned directly beneath the suspended load. Work proceeded without a permit being sighted. Near miss — situation was corrected before escalation.","During vehicle movement within plant premises at Well Site B, the contractor was positioned directly beneath the suspended load. Work proceeded without a PTW being sighted. Near miss — situation was corrected before escalation.",1,Driving,synthetic
715fe17b,Well Site B,hot work / welding near process line,thermal (hot work),confirmed_present,direct_proximity,"During hot work / welding near process line at Well Site B, a worker was standing within the immediate hazard zone. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around.","During hot work / welding near process line at Well Site B, a worker was standing within the immediate hazard zone. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
ae8f889d,Well Site B,scaffolding erection at height,fall from height,confirmed_present,indirect_proximity,"During scaffolding erection at height at Well Site B, a worker was nearby but not directly in the hazard path. Isolation was verified and tagged before work began. No injury occurred.","During scaffolding erection at height at Well Site B, a worker was nearby but not directly in the hazard path. LOTO was verified and tagged before work began. No injury occurred.",0,N/A,synthetic
7a5d4088,Rig 4,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Rig 4, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.","During vehicle movement within plant premises at Rig 4, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
eebd100e,Terminal A,scaffolding erection at height,fall from height,confirmed_present,indirect_proximity,"During scaffolding erection at height at Terminal A, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. Minor first aid case reported. - LOTO tag #754","During scaffolding erection at height at Terminal A, a worker was nearby but not directly in the hazard path. PTW was signed off with all checks completed. Minor first aid case reported. - LOTO tag #754",0,N/A,synthetic
8df521aa,Rig 7,excavation near buried utility line,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During excavation near buried utility line at Rig 7, personnel were in the general work area at the time. Work proceeded without a permit being sighted. No injury occurred; worker moved away in time. - LOTO tag #754","During excavaton near buried utility line at Rig 7, personnel were in the general work area at the time. Work proceeded without a PTW being sighted. No injury occurred; worker moved away in time. - LOTO tag #754",0,N/A,synthetic
58f73ac9,Rig 7,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred. reported by UA/UC observer","During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred. reported by UA/UC observer",0,N/A,synthetic
1491880d,Rig 4,pipeline pigging operation,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around.","During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around.",1,Energy Isolation,synthetic
1665875a,Field Station 2,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Field Station 2, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred.","During vehicle movement within plant premises at Field Station 2, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred.",0,N/A,synthetic
8a566974,Rig 4,routine equipment inspection,stored/electrical energy,uncertain,no_exposure,"During routine equipment inspection at Rig 4, the area was clear of workers during the activity. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. reported by UA/UC observer","During routine equipment inspection at Rig 4, the area was clear of workers during the activity. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
d6736b37,Plant C,lifting operation with mobile crane,kinetic (line of fire),confirmed_present,indirect_proximity,"During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. reported by UA/UC observer","During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
3168bf64,Plant C,maintenance on process equipment,stored/electrical energy,confirmed_present,indirect_proximity,"During maintenance on process equipment at Plant C, personnel were in the general work area at the time. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time.","During maintenance on process equipment at Plant C, personnel were in the general work area at the time. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time.",0,N/A,synthetic
8ad39868,Field Station 2,routine equipment inspection,stored/electrical energy,absent_not_mentioned,no_exposure,"During routine equipment inspection at Field Station 2, no personnel were in the vicinity at the time. No exclusion zone was set up. No injury occurred; worker moved away in time. - LOTO tag #754","During routine equipment inspection at Field Station 2, no personnel were in the vicinity at the time. No exclusion zone was set up. No injury occurred; worker moved away in time. - LOTO tag #754",0,N/A,synthetic
91a72313,Plant C,maintenance on process equipment,stored/electrical energy,uncertain,no_exposure,"During maintenance on process equipment at Plant C, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Minor first aid case reported. - LOTO tag #754","During maintainance on process equipment at Plant C, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Minor first aid case reported. - LOTO tag #754 Mazdoor ko turant hataya gaya.",0,N/A,synthetic
91be175e,Well Site B,excavation near buried utility line,stored/electrical energy,confirmed_present,no_exposure,"During excavation near buried utility line at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred. reported by UA/UC observer","During excavation near buried utility line at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred. reported by UA/UC observer",0,N/A,synthetic
e48173d2,Rig 7,confined space entry for tank cleaning,low-energy/ergonomic,confirmed_present,indirect_proximity,"During confined space entry for tank cleaning at Rig 7, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)","During confined space entry for tank cleaning at Rig 7, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)",0,N/A,synthetic
de2bc55f,Well Site B,pipeline pigging operation,stored/electrical energy,confirmed_present,direct_proximity,"During pipeline pigging operation at Well Site B, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During pipeline pigging operation at Well Site B, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. reported by UA/UC observer",0,N/A,synthetic
2cfed9ec,Well Site B,pipeline pigging operation,kinetic (line of fire),uncertain,indirect_proximity,"During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Isolation status was not clearly confirmed by the crew. No injury occurred.","During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Isolation status was not clearly confirmed by the crew. No injury occurred.",1,Line of Fire,synthetic
7cf2a86a,Rig 4,hot work / welding near process line,stored/electrical energy,confirmed_present,direct_proximity,"During hot work / welding near process line at Rig 4, the contractor was positioned directly beneath the suspended load. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation.","During hot work / welding near process line at Rig 4, the contractor was positioned directly beneath the suspended load. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation.",0,N/A,synthetic
f3d90c5a,Terminal A,electrical panel work,stored/electrical energy,confirmed_present,no_exposure,"During electrical panel work at Terminal A, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. Minor first aid case reported.","During electrical panel work at Terminal A, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. Minor first aid case reported.",0,N/A,synthetic
18808de5,Rig 4,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,indirect_proximity,"During lifting operation with mobile crane at Rig 4, personnel were in the general work area at the time. Exclusion zone was established and maintained throughout. No injury occurred. acc to shift log","During lifting operation with mobile crane at Rig 4, personnel were in the general work area at the time. Exclusion zone was established and maintained throughout. No injury occurred. acc to shift log",0,N/A,synthetic
7aed2b20,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,indirect_proximity,"During electrical panel work at Rig 7, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time.","During electrical panel work at Rig 7, a worker was nearby but not directly in the hazard path. PTW was signed off with all checks completed. No injury occurred; worker moved away in time. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
937dce1e,Rig 4,excavation near buried utility line,low-energy/ergonomic,uncertain,direct_proximity,"During excavation near buried utility line at Rig 4, a technician was inside the equipment when work commenced. Isolation status was not clearly confirmed by the crew. Minor first aid case reported. (PTW ref attached)","During excavaton near buried utility line at Rig 4, a technician was inside the equipment when work commenced. LOTO status was not clearly confimed by the crew. Minor first aid case reported. (PTW ref attached)",0,N/A,synthetic
d88ca951,Rig 7,pipeline pigging operation,kinetic (line of fire),absent_not_mentioned,no_exposure,"During pipeline pigging operation at Rig 7, no personnel were in the vicinity at the time. No isolation was mentioned in the report. No injury occurred; worker moved away in time. acc to shift log","During pipeline pigging operation at Rig 7, no personnel were in the vicinity at the time. No LOTO was mentioned in the report. No injury occurred; worker moved away in time. acc to shift log",0,N/A,synthetic
b57f7813,Field Station 2,hot work / welding near process line,stored/electrical energy,uncertain,indirect_proximity,"During hot work / welding near process line at Field Station 2, a worker was nearby but not directly in the hazard path. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. acc to shift log","During hot work / welding near process line at Field Station 2, a worker was nearby but not directly in the hazard path. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. acc to shift log",1,Energy Isolation,synthetic
ac16753d,Field Station 2,vehicle movement within plant premises,vehicular/motion,confirmed_present,indirect_proximity,"During vehicle movement within plant premises at Field Station 2, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred.","During vehicle movement within plant premises at Field Station 2, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred.",0,N/A,synthetic
37b7cb41,Rig 7,lifting operation with mobile crane,gravitational (suspended load),uncertain,no_exposure,"During lifting operation with mobile crane at Rig 7, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time.","During lifting operation with mobile crane at Rig 7, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time.",0,N/A,synthetic
d7c994c5,Terminal A,hot work / welding near process line,thermal (hot work),confirmed_present,direct_proximity,"During hot work / welding near process line at Terminal A, a technician was inside the equipment when work commenced. Permit to work was signed off with all checks completed. Minor first aid case reported.","During hot work / wielding near process line at Terminal A, a technician was inside the equipment when work commenced. PTW was signed off with all checks completed. Minor first aid case reported.",0,N/A,synthetic
4b8093c6,Rig 7,vehicle movement within plant premises,vehicular/motion,confirmed_present,indirect_proximity,"During vehicle movement within plant premises at Rig 7, personnel were in the general work area at the time. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.","During vehicle movement within plant premises at Rig 7, personnel were in the general work area at the time. LOTO was verified and tagged before work began. Reported as unsafe condition during routine walk-around. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
00dcdc35,Field Station 2,maintenance on process equipment,stored/electrical energy,confirmed_present,direct_proximity,"During maintenance on process equipment at Field Station 2, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754","During maintenance on process equipment at Field Station 2, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754",0,N/A,synthetic
367f9565,Field Station 2,routine equipment inspection,stored/electrical energy,uncertain,direct_proximity,"During routine equipment inspection at Field Station 2, a worker was standing within the immediate hazard zone. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.","During routine equipment inspection at Field Station 2, a worker was standing within the immediate hazard zone. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.",1,Energy Isolation,synthetic
52219e8f,Plant C,excavation near buried utility line,low-energy/ergonomic,absent_not_mentioned,direct_proximity,"During excavation near buried utility line at Plant C, a worker was standing within the immediate hazard zone. Near miss — situation was corrected before escalation.","During excavation near buried utility line at Plant C, a worker was standing within the immediate hazard zone. Near miss — situation was corrected before escalation.",0,N/A,synthetic
d9e59bbe,Rig 4,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,indirect_proximity,"During vehicle movement within plant premises at Rig 4, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During vehicle movement within plant premises at Rig 4, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. - LOTO tag #754",1,Driving,synthetic
